"ref_area.label","source.label","indicator.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Ukraine","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",13.06,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",13.217,,,"Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",12.647,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ukraine","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",12.356,,,"Employment definition: Including subsistence workers | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",12.275,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",12.58,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",12.998,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",12.607,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",13.172,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",13.061,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",13.266,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",13.45,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old"
"Ukraine","OE - Official Estimates","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",13.701,,,
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",9.918,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",9.62,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",10.033,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",10.246,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",10.299,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",10.407,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",10.717,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",11.261,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",11.073,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",11.55,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",11.938,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",11.876,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",12.204,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",13.037,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",13.122,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",13.345,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",13.951,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",13.732,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",14.321,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2004",14.026,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",13.692,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",13.524,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",14.48,,,"Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",14.783,,,"Repository: ILO-STATISTICS - Micro data processing"
"United States of America","LFS - Current Population Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2024",9.659,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",10.011,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",9.919,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",9.909,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",10.123,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",10.419,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",10.407,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",10.441,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",10.566,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",10.699,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",10.698,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",10.99,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",10.972,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
